10000
2
2
0.989364 0.102588
0.000012 0.206619
0.022150 0.935556
1.186902 0.720446
0.524984 0.833732
0.836869 0.343940
0.707317 0.491285
0.073898 1.066358
-0.169508 0.722820
1.067036 1.468212
0.487941 0.777510
0.602404 0.815897
0.236028 0.971367
1.305277 0.054306
0.802726 0.438534
0.083977 0.832051
0.488614 0.872479
1.054239 0.012092
0.792098 0.608134
0.602268 0.104996
0.314766 0.798201
0.655785 1.078780
-0.063316 0.741969
0.925162 1.461526
-0.156892 0.902037
1.329156 0.827698
0.689116 0.532671
0.144458 1.027174
0.305474 0.795517
0.653450 1.101428
-0.365091 0.741056
1.429929 1.197258
0.900022 0.434248
0.412260 0.074557
0.150966 0.955097
1.156235 0.515589
-0.014114 0.828542
0.993746 1.188167
-0.258467 0.923633
1.556718 0.573873
0.286389 0.657027
0.388048 1.543386
-0.128989 0.819918
1.135152 1.183369
0.470129 0.880752
1.023403 0.114175
-0.089074 0.762970
0.992169 1.389695
0.675411 0.656405
0.428372 0.685513
-0.007835 0.930398
1.204007 0.750419
0.811970 0.542961
0.373495 0.431823
0.761428 0.634998
0.564332 0.261549
0.077214 0.757676
0.764220 1.410035
0.094798 0.994360
1.428181 0.095134
-0.225087 0.894633
1.421026 0.792503
0.472289 0.845850
0.810990 0.501136
-0.332137 0.864041
1.549814 0.775937
0.880412 0.468833
0.418059 0.142523
0.024087 0.998032
1.488745 0.115845
0.443107 0.845789
0.786509 0.603409
0.305690 0.688502
0.435239 1.435421
0.341214 0.869661
0.832125 0.729550
0.053306 0.997804
1.478088 0.078672
-0.187767 0.800831
1.196184 1.209834
0.170326 0.980472
1.300332 0.196923
0.723810 0.459496
0.024925 1.081423
-0.249583 0.844109
1.363839 0.988885
-0.130327 0.831896
1.156459 1.139475
-0.491861 0.587488
1.569945 1.395766
0.797770 0.553887
0.366302 0.481169
0.531685 0.750611
0.551373 0.806248
-0.017441 0.787074
0.928519 1.328865
0.204914 0.762368
0.647295 1.321842
0.693549 0.645193
0.423043 0.652500
0.328140 0.873635
0.843995 0.735003
0.822137 0.551909
0.451152 0.280116
0.694557 0.573756
0.241463 0.897953
0.280506 0.959501
