2096128.000000	0.000000
-1023.970154	667543.625000
-1023.984985	333771.000000
-1023.999756	222513.156250
-1023.992432	166883.937500
-1023.985901	133506.203125
-1023.999817	111254.218750
-1023.981445	95359.757812
-1023.996155	83438.828125
-1024.003662	74166.859375
-1023.992859	66749.171875
-1023.991943	60680.062500
-1023.999878	55622.398438
-1023.991028	51342.742188
-1023.990601	47674.382812
-1023.988037	44495.093750
-1023.998047	41713.132812
-1023.987732	39258.398438
-1024.001709	37076.359375
-1023.997864	35123.953125
-1023.996338	33366.730469
-1023.996765	31776.818359
-1023.995911	30331.390625
-1023.999878	29011.611328
-1023.999939	27801.773438
-1023.997681	26688.675781
-1023.995483	25661.160156
-1023.993713	24709.714844
-1023.995117	23826.193359
-1023.996826	23003.585938
-1023.994019	22235.763672
-1024.004028	21517.443359
-1023.998962	20843.996094
-1023.994568	20211.324219
-1023.993835	19615.845703
-1023.997375	19054.359375
-1024.000854	18524.039062
-1023.999878	18022.357422
-1023.998901	17547.050781
-1023.998962	17096.087891
-1023.998108	16667.652344
-1024.000000	16260.091797
-1023.998352	15871.910156
-1023.998840	15501.763672
-1023.997864	15148.410156
-1023.997253	14810.747070
-1023.999878	14487.734375
-1023.996460	14178.451172
-1024.000000	13882.029297
-1023.996216	13597.683594
-1023.998840	13324.693359
-1023.997314	13062.384766
-1023.997742	12810.149414
-1024.000488	12567.412109
-1023.996826	12333.640625
-1023.999451	12108.351562
-1023.997375	11891.091797
-1023.998169	11681.438477
-1023.998596	11479.001953
-1023.999023	11283.397461
-1023.997009	11094.303711
-1023.999390	10911.380859
-1024.001831	10734.355469
-1023.985168	10562.894531
-1023.999451	10396.845703
-1024.008545	10235.851562
-1023.997192	10079.722656
-1023.999023	9928.240234
-1023.996887	9781.195312
-1023.999268	9638.397461
-1023.998657	9499.665039
-1023.998352	9364.822266
-1024.000366	9233.716797
-1023.998718	9106.185547
-1023.999939	8982.087891
-1023.999268	8861.283203
-1023.999451	8743.646484
-1024.000244	8629.050781
-1023.999329	8517.376953
-1024.000244	8408.524414
-1023.998962	8302.371094
-1023.999573	8198.831055
-1024.000000	8097.802246
-1023.999756	7999.194336
-1023.999146	7902.922852
-1024.000488	7808.904297
-1023.999451	7717.060547
-1023.998535	7627.312012
-1023.998840	7539.595215
-1023.999695	7453.838867
-1023.998657	7369.974609
-1023.998474	7287.939941
-1023.999878	7207.678711
-1023.999390	7129.136719
-1023.998291	7052.248047
-1023.998413	6976.964844
-1024.000000	6903.247070
-1023.998474	6831.036133
-1023.998108	6760.285156
-1024.000488	6690.955078
-1023.999390	6622.999512
-1023.998779	6556.378906
-1023.998596	6491.055176
-1023.999878	6426.988770
-1023.998901	6364.147461
-1023.998779	6302.489258
-1024.000366	6241.988281
-1023.999878	6182.604004
-1023.998352	6124.311523
-1024.000732	6067.081543
-1023.999512	6010.875977
-1023.998352	5955.680176
-1023.998535	5901.455078
-1023.999573	5848.186523
-1023.998962	5795.837402
-1023.997925	5744.391602
-1023.999451	5693.827148
-1024.000977	5644.112305
-1023.999451	5595.233398
-1023.997437	5547.162109
-1023.998535	5499.894531
-1023.998901	5453.390625
-1023.999268	5407.640625
-1023.999207	5362.635742
-1024.000732	5318.335938
-1023.994507	5274.735352
-1023.990784	5231.813477
-1024.002197	5189.583984
-1023.999695	5147.995117
-1023.996826	5107.040039
-1024.004150	5066.705078
-1023.998169	5026.980469
-1023.998474	4987.847656
-1024.000732	4949.295410
-1023.999512	4911.312500
-1023.999817	4873.881836
-1023.998413	4836.996094
-1024.000244	4800.640137
-1023.999634	4764.803223
-1023.998901	4729.474609
-1023.999329	4694.642578
-1023.999634	4660.297852
-1023.998962	4626.426270
-1023.999451	4593.025879
-1024.000122	4560.078613
-1023.998657	4527.579590
-1023.999268	4495.517578
-1023.999084	4463.885254
-1023.999939	4432.673340
-1024.000000	4401.873047
-1023.999573	4371.475586
-1024.000122	4341.474609
-1023.999695	4311.860840
-1023.999268	4282.627930
-1024.000122	4253.766602
-1023.999939	4225.271484
-1023.999512	4197.133301
-1023.999939	4169.350586
-1024.000244	4141.910156
-1023.999268	4114.805176
-1023.999451	4088.036621
-1023.999634	4061.593262
-1023.999756	4035.468750
-1024.000000	4009.658936
-1024.000000	3984.156738
-1024.000000	3958.956787
-1023.999817	3934.054688
-1023.999268	3909.443359
-1023.999573	3885.120605
-1023.999268	3861.077637
-1024.000244	3837.312500
-1023.999756	3813.818604
-1023.999756	3790.591309
-1024.000244	3767.626953
-1023.999146	3744.917969
-1023.999329	3722.465820
-1023.999390	3700.259766
-1024.000122	3678.301758
-1023.999817	3656.581299
-1023.999268	3635.097656
-1023.999390	3613.849121
-1023.999512	3592.827637
-1023.999146	3572.031006
-1023.999084	3551.454834
-1023.999878	3531.099365
-1023.999695	3510.956543
-1023.999878	3491.026855
-1023.999451	3471.300049
-1023.999207	3451.780762
-1023.998535	3432.457520
-1023.998901	3413.336914
-1023.995178	3394.401367
-1024.000000	3375.675537
